User_ID,Food_ID,Review,timestamp
33,166,4,964982377
33,248,10,964982620
34,12,2,964983393
34,65,4,964983414
34,163,6,964983393
35,15,1,964983426
35,28,5,964981855
35,68,3,964980985
35,147,3,964983414
36,16,7,964982703
36,19,5,964981710
36,23,1,964980523
36,25,8,964980868
36,45,6,964981680
36,49,2,964982703
36,96,7,964982290
36,155,10,964981872
36,184,10,964982176
36,212,3,964982191
37,98,6,964981888
37,191,1,964983282
37,218,7,964983034
37,283,3,964982495
38,42,7,964982271
38,130,3,964982242
38,160,2,964980896
38,186,8,964983762
38,243,4,964982791
39,2,10,964981208
39,5,10,964984086
39,28,2,964981872
39,30,6,964983873
39,50,7,964982495
39,86,4,964983504
39,175,5,964981093
39,195,4,964983108
39,256,5,964981107
40,111,2,964983536
41,4,6,964983484
41,51,3,964981799
41,100,3,964981799
41,259,2,964982328
42,84,2,964984054
42,196,9,964981144
42,284,4,964981725
42,294,4,964981775
42,296,10,964982271
43,6,10,964980668
43,11,4,964980683
43,32,6,964982271
43,34,8,964981589
43,72,5,964983737
43,85,10,964981909
43,174,6,964982363
43,213,8,964982417
44,245,10,964980694
44,295,10,964981855
45,10,6,964981220
45,47,2,964982903
45,57,3,964984002
45,108,3,1445714835
45,181,3,1445715029
45,208,5,1445715228
45,236,2,1445714885
46,59,3,1445714952
46,68,4,1445714960
46,102,6,1445715013
46,136,10,1445715064
46,184,7,1445715141
46,236,4,1445714980
47,19,1,1445715154
47,49,10,1445714974
47,62,8,1445714926
47,199,2,1445714941
47,225,3,1445714841
48,7,5,1445715340
48,9,3,1445715172
48,58,1,1445715166
48,85,3,1445715189
48,119,8,1445714891
48,172,8,1445714938
49,1,5,1445714874
49,6,6,1445714966
49,21,3,1445715145
49,44,3,1445714882
49,77,10,1445715276
49,139,10,1445714854
49,171,8,1445715272
49,205,3,1445714851
49,276,10,1306463578
50,19,9,1306464275
50,57,7,1306463619
50,81,8,1306464228
50,95,2,1306463595
50,158,6,1306463611
50,167,2,1306463567
50,225,3,1306463627
51,53,4,1306464216
51,136,6,1306463569
51,151,10,1306463624
52,44,10,1306463323
52,69,6,1306464189
52,187,8,1306463561
52,211,1,1306464003
52,254,2,1306464175
52,268,3,1306463572
53,22,3,1306464261
53,128,2,1306463559
53,189,7,1306463631
53,190,10,1306464293
53,226,8,1306463925
54,25,3,1306464054
54,65,7,1306463638
54,100,1,1306463603
54,109,10,1306464245
54,113,6,1306463770
54,146,4,1306464284
54,204,2,1306463718
54,255,1,1306463708
54,259,9,1306464021
54,301,1,1306463825
55,13,1,1306464204
55,52,5,1306463670
55,90,2,1306464036
55,117,7,1306463684
55,121,3,1306463993
55,163,2,1306463815
55,288,3,1306464164
56,289,9,986935199
56,298,4,945173447
56,305,9,986935047
57,33,3,945173425
57,67,1,964622786
57,75,7,964538444
57,78,8,986848784
57,164,6,964622758
57,271,1,986848920
58,84,10,945078571
58,137,1,945078428
59,43,7,964622565
59,43,3,945079259
59,99,9,945079078
59,145,3,945629040
59,171,10,964622684
59,239,10,945173513
59,270,5,986848894
60,107,1,945079259
60,144,2,964538468
60,221,7,945173350
61,22,3,945079182
61,45,3,964538500
61,177,6,945629063
62,9,7,964622786
62,58,4,986934901
62,59,8,964623306
62,74,7,945078690
62,108,4,945078467
62,118,7,986934915
62,124,7,986848828
62,157,2,945079259
62,183,1,945174290
62,215,10,945079872
62,265,4,945079106
63,7,9,945078636
63,17,6,964538832
63,61,10,945079301
63,136,9,945079670
63,186,8,964539986
63,269,3,986848609
64,18,5,945078587
64,23,2,964540008
64,303,6,945079906
65,48,7,986935230
65,165,5,945078601
66,92,7,945079106
66,192,7,964622714
67,16,9,964623347
67,47,4,945079653
67,146,7,945078446
67,156,2,945079837
67,203,10,945173902
67,252,4,945173989
68,22,10,945173902
68,47,5,945079670
68,76,4,945079521
68,142,6,945173602
68,179,5,964538571
68,186,10,986849085
68,199,8,945079232
68,219,9,945173654
69,23,10,964540578
69,25,10,986934819
69,46,9,945079483
69,126,4,945173692
70,7,8,945078946
70,16,2,986934696
70,18,7,945079259
70,56,5,964539723
70,68,4,964538500
70,83,9,964539723
70,122,3,986934625
70,262,5,964539180
70,277,7,964778513
71,1,10,964538500
71,7,8,964538763
71,50,4,964538763
71,53,3,964538728
71,137,1,945078967
71,206,5,945174025
71,307,1,964539205
72,221,6,945079729
72,222,1,964539961
73,5,7,964539326
73,56,1,945174008
73,135,7,964538728
73,234,2,964622684
74,44,6,986849037
74,56,3,986934832
74,132,6,945079653
75,12,3,945078690
75,37,2,945079653
76,23,1,964538763
76,115,5,945078467
76,216,5,945173766
77,3,1,945079767
77,6,6,945173492
77,20,4,964622830
77,123,10,945079790
77,163,2,986935244
77,204,9,945079906
77,228,4,945079837
78,21,4,964622758
78,32,10,945629015
78,246,9,945079956
78,302,5,945079889
79,15,8,945079143
79,36,6,964539357
79,163,4,945174134
79,173,3,986849001
80,21,10,964622642
80,49,8,964622617
80,49,9,964539431
80,56,7,945629179
80,66,5,964540505
80,103,9,964622714
80,112,4,986934786
80,257,5,986934870
80,306,8,945079653
81,63,3,964622684
81,65,3,945078967
81,197,5,986934786
81,286,6,945078690
82,8,10,945079052
82,12,4,945079521
82,16,4,986935016
82,27,4,986935328
82,87,7,986934738
82,229,5,964539855
82,235,7,945174008
82,257,2,945079729
83,18,10,964540008
83,41,5,945629238
83,79,1,964622590
83,253,8,964538964
85,47,9,945078467
85,202,3,964622590
85,238,7,945079164
86,24,1,964623306
86,31,6,986935302
86,159,2,945079858
86,224,5,945173385
86,237,4,945078863
86,260,7,964622684
87,29,1,986848894
87,137,4,945079790
87,200,2,945079013
88,5,3,945078542
88,10,6,964539986
88,48,9,964778621
88,210,2,945173553
89,3,7,964539628
89,120,6,945078814
89,143,4,964539140
89,148,7,986935016
89,163,5,945078708
90,4,6,986934870
90,75,6,945078528
90,126,10,945078946
91,163,1,986848610
91,176,5,986936200
91,231,5,945079920
91,247,5,986934884
92,6,1,964778197
92,53,5,964622487
92,62,6,964539121
92,64,3,964538930
92,105,9,964539771
93,18,9,964539828
93,125,10,964623306
93,130,5,986934498
93,266,10,964622758
94,5,2,964538329
94,48,3,964539395
94,117,4,986849238
94,243,5,964538243
94,255,8,986848908
95,28,10,964538351
95,67,1,986849212
95,228,3,986935199
95,297,5,964539085
96,51,10,986936207
96,89,8,986849180
96,97,7,986934465
96,222,6,986849149
96,271,7,986849164
96,293,5,986849130
97,20,1,986934819
97,31,3,986849254
97,46,7,986848856
97,64,4,986849180
97,144,6,986849201
97,215,9,986849226
97,308,3,986849149
98,5,7,986848753
98,35,4,986848665
98,40,10,986934901
98,47,2,986848685
98,82,2,986848700
98,194,2,1007569424
98,217,3,986848685
99,22,1,1007574542
99,49,3,1007569465
99,65,7,1007569424
99,69,8,1007574470
99,93,7,1007569465
99,152,2,1007569586
99,152,2,1007574509
100,24,10,1007569586
100,29,7,1007574532
100,233,10,1007569445
100,77,10,1007569445
100,127,9,1007574532
100,188,10,1007569465
100,211,1,1007569424
